id,asset,year,period_block_start,period_block_end,dual_balance_storage_over_clustered_year,dual_max_storage_level_over_clustered_year_limit,dual_min_storage_level_over_clustered_year_limit
287,BG_Hydro_Reservoir,2050,313,336,-0.048333333333333346,0.0,0.0
288,BG_Hydro_Reservoir,2050,337,360,-0.048333333333333346,0.0,0.0
289,BG_Pump_Hydro_Closed,2050,1,24,-0.028197817913518084,0.0,0.0
290,BG_Pump_Hydro_Closed,2050,25,48,-0.028197817913518084,0.0,0.0
291,BG_Pump_Hydro_Closed,2050,49,72,-0.0016361911340129348,0.0,0.0
292,BG_Pump_Hydro_Closed,2050,73,96,-0.0016361911340129348,-0.019794562858541264,0.0
293,BG_Pump_Hydro_Closed,2050,97,120,-0.0214307539925542,0.0,0.0
294,BG_Pump_Hydro_Closed,2050,121,144,-0.016606276454216445,0.0,0.0
295,BG_Pump_Hydro_Closed,2050,145,168,-0.016606276454216445,-0.007040224781864085,0.0
296,BG_Pump_Hydro_Closed,2050,169,192,-0.02364650123608053,0.0,0.0
297,BG_Pump_Hydro_Closed,2050,193,216,-0.02364650123608053,0.0,0.0
298,BG_Pump_Hydro_Closed,2050,217,240,-0.02364650123608053,0.0,0.0
299,BG_Pump_Hydro_Closed,2050,241,264,-0.02364650123608053,-0.014304866222404698,0.0
300,BG_Pump_Hydro_Closed,2050,265,288,-0.03795136745848523,-0.007039083528077618,0.0
301,BG_Pump_Hydro_Closed,2050,289,312,-0.04499045098656285,0.0,0.0
302,BG_Pump_Hydro_Closed,2050,313,336,-0.04499045098656285,0.0,0.0
303,BG_Pump_Hydro_Closed,2050,337,360,-0.04499045098656285,0.0,0.0
304,BG_Pump_Hydro_Open,2050,1,24,-0.01676190476190476,0.0,0.0
305,BG_Pump_Hydro_Open,2050,25,48,-0.01676190476190476,0.0,0.0
306,BG_Pump_Hydro_Open,2050,49,72,-0.01676190476190476,0.0,0.0
307,BG_Pump_Hydro_Open,2050,73,96,-0.01676190476190476,0.0,0.0
308,BG_Pump_Hydro_Open,2050,97,120,-0.01676190476190476,0.0,0.0
309,BG_Pump_Hydro_Open,2050,121,144,-0.016761904761904763,0.0,0.0
310,BG_Pump_Hydro_Open,2050,145,168,-0.016761904761904763,-0.0023282142857142876,0.0
311,BG_Pump_Hydro_Open,2050,169,192,-0.01909011904761905,0.0,0.0
312,BG_Pump_Hydro_Open,2050,193,216,-0.01909011904761905,0.0,0.0
313,BG_Pump_Hydro_Open,2050,217,240,-0.01909011904761905,0.0,0.0
314,BG_Pump_Hydro_Open,2050,241,264,-0.01909011904761905,-0.02357410774410775,0.0
315,BG_Pump_Hydro_Open,2050,265,288,-0.0426642267917268,0.0,0.0
316,BG_Pump_Hydro_Open,2050,289,312,-0.0426642267917268,0.0,0.0
317,BG_Pump_Hydro_Open,2050,313,336,-0.0426642267917268,0.0,0.0
318,BG_Pump_Hydro_Open,2050,337,360,-0.0426642267917268,0.0,0.0
319,CH_Pump_Hydro_Closed,2050,1,4,-0.0014893515931266033,0.0,0.0
320,CH_Pump_Hydro_Closed,2050,5,8,-0.0014893515931266033,0.0,0.0
