id,asset,year,rep_period,time_block_start,time_block_end,rn,dual_su_sd_eq_units_on_diff
1,AT_CCGT,2030,1,2,2,2,0.0
2,AT_CCGT,2030,1,3,3,3,0.0
3,AT_CCGT,2030,1,4,4,4,0.0
4,AT_CCGT,2030,1,5,5,5,0.0
5,AT_CCGT,2030,1,6,6,6,0.0
6,AT_CCGT,2030,1,7,7,7,0.0
7,AT_CCGT,2030,1,8,8,8,0.0
8,AT_CCGT,2030,1,9,9,9,0.0
9,AT_CCGT,2030,1,10,10,10,0.0
10,AT_CCGT,2030,1,11,11,11,0.0
11,AT_CCGT,2030,1,12,12,12,0.0
12,AT_CCGT,2030,1,13,13,13,0.0
13,AT_CCGT,2030,1,14,14,14,0.0
14,AT_CCGT,2030,1,15,15,15,0.0
15,AT_CCGT,2030,1,16,16,16,0.0
16,AT_CCGT,2030,1,17,17,17,0.0
17,AT_CCGT,2030,1,18,18,18,0.0
18,AT_CCGT,2030,1,19,19,19,0.0
19,AT_CCGT,2030,1,20,20,20,0.0
20,AT_CCGT,2030,1,21,21,21,0.0
21,AT_CCGT,2030,1,22,22,22,0.0
22,AT_CCGT,2030,1,23,23,23,0.0
23,AT_CCGT,2030,1,24,24,24,0.0
24,AT_CCGT,2030,2,2,2,2,0.0
25,AT_CCGT,2030,2,3,3,3,0.0
26,AT_CCGT,2030,2,4,4,4,0.0
27,AT_CCGT,2030,2,5,5,5,0.0
28,AT_CCGT,2030,2,6,6,6,0.0
29,AT_CCGT,2030,2,7,7,7,0.0
30,AT_CCGT,2030,2,8,8,8,0.0
31,AT_CCGT,2030,2,9,9,9,0.0
32,AT_CCGT,2030,2,10,10,10,0.0
33,AT_CCGT,2030,2,11,11,11,0.0
34,AT_CCGT,2030,2,12,12,12,0.0
35,AT_CCGT,2030,2,13,13,13,0.0
36,AT_CCGT,2030,2,14,14,14,0.0
37,AT_CCGT,2030,2,15,15,15,0.0
38,AT_CCGT,2030,2,16,16,16,0.0
39,AT_CCGT,2030,2,17,17,17,0.0
40,AT_CCGT,2030,2,18,18,18,0.0
41,AT_CCGT,2030,2,19,19,19,0.0
42,AT_CCGT,2030,2,20,20,20,0.0
43,AT_CCGT,2030,2,21,21,21,0.0
44,AT_CCGT,2030,2,22,22,22,0.0
45,AT_CCGT,2030,2,23,23,23,0.0
46,AT_CCGT,2030,2,24,24,24,0.0
47,AT_CCGT,2030,3,2,2,2,0.0
48,AT_CCGT,2030,3,3,3,3,0.0
49,AT_CCGT,2030,3,4,4,4,0.0
50,AT_CCGT,2030,3,5,5,5,0.0
51,AT_CCGT,2030,3,6,6,6,0.0
52,AT_CCGT,2030,3,7,7,7,0.0
53,AT_CCGT,2030,3,8,8,8,0.0
54,AT_CCGT,2030,3,9,9,9,0.0
55,AT_CCGT,2030,3,10,10,10,0.0
56,AT_CCGT,2030,3,11,11,11,0.0
57,AT_CCGT,2030,3,12,12,12,0.0
58,AT_CCGT,2030,3,13,13,13,0.0
59,AT_CCGT,2030,3,14,14,14,0.0
60,AT_CCGT,2030,3,15,15,15,0.0
61,AT_CCGT,2030,3,16,16,16,0.0
62,AT_CCGT,2030,3,17,17,17,0.0
63,AT_CCGT,2030,3,18,18,18,0.0
64,AT_CCGT,2030,3,19,19,19,0.0
65,AT_CCGT,2030,3,20,20,20,0.0
66,AT_CCGT,2030,3,21,21,21,0.0
67,AT_CCGT,2030,3,22,22,22,0.0
68,AT_CCGT,2030,3,23,23,23,0.0
69,AT_CCGT,2030,3,24,24,24,0.0
70,AT_CCGT,2030,4,2,2,2,0.0
71,AT_CCGT,2030,4,3,3,3,0.0
72,AT_CCGT,2030,4,4,4,4,0.0
73,AT_CCGT,2030,4,5,5,5,0.0
74,AT_CCGT,2030,4,6,6,6,0.0
75,AT_CCGT,2030,4,7,7,7,0.0
76,AT_CCGT,2030,4,8,8,8,0.0
77,AT_CCGT,2030,4,9,9,9,0.0
78,AT_CCGT,2030,4,10,10,10,0.0
79,AT_CCGT,2030,4,11,11,11,0.0
80,AT_CCGT,2030,4,12,12,12,0.0
81,AT_CCGT,2030,4,13,13,13,0.0
